iter	RMSE
0	0.1296293003
1	0.127946613
2	0.1261651811
3	0.1243915334
4	0.1224580447
5	0.1208217381
6	0.1194329491
7	0.1177959789
8	0.1166249569
9	0.1152511233
10	0.1142572064
11	0.1131337536
12	0.111577185
13	0.1102759062
14	0.1088996231
15	0.10769354
16	0.1064757336
17	0.1056175676
18	0.1041426371
19	0.1032515914
20	0.1020420998
21	0.100649183
22	0.09951069555
23	0.09802822205
24	0.09685873262
25	0.09555990738
26	0.09469402365
27	0.09352637765
28	0.09247445676
29	0.09131779561
30	0.09047577407
31	0.08935823871
32	0.08838865337
33	0.08747953435
34	0.08657217065
35	0.08601552555
36	0.08520347034
37	0.08409543737
38	0.08311666282
39	0.08232166908
40	0.08139853694
41	0.08061209067
42	0.08004531272
43	0.07913447338
44	0.07834488784
45	0.07778663148
46	0.07700804848
47	0.07613119838
48	0.07529354318
49	0.07444341715
50	0.07387668352
51	0.07301613059
52	0.07250890044
53	0.07190095601
54	0.07145829746
55	0.07092789026
56	0.07027747059
57	0.06949599614
58	0.06868370217
59	0.0680818993
60	0.06739733702
61	0.06666551027
62	0.06600637929
63	0.06553104828
64	0.06481127299
65	0.06424388992
66	0.06371576801
67	0.06296347625
68	0.06235648088
69	0.061907555
70	0.0613835561
71	0.06092796628
72	0.06023734813
73	0.05980796344
74	0.0593295616
75	0.05897625867
76	0.05846080645
77	0.05804653111
78	0.057662495
79	0.05700076401
80	0.05651611655
81	0.05609355889
82	0.05563824676
83	0.05520842337
84	0.05491215789
85	0.05456121806
86	0.05429937011
87	0.05400470273
88	0.0535755173
89	0.0532324668
90	0.052834411
91	0.05243071217
92	0.05191276528
93	0.05156166836
94	0.05137571651
95	0.05103115043
96	0.05066492951
97	0.05028788611
98	0.0499938284
99	0.04976029721
100	0.04941699206
101	0.04901739128
102	0.04876539333
103	0.04827668043
104	0.04798922286
105	0.04757234417
106	0.04735695122
107	0.04685785021
108	0.04651861982
109	0.04618411155
110	0.04594591344
111	0.04543046608
112	0.04493247068
113	0.04466165928
114	0.04439703147
115	0.04405701022
116	0.04367594807
117	0.04340485403
118	0.04308198963
119	0.0427264941
120	0.04240939997
121	0.04211676508
122	0.04184053664
123	0.04151970793
124	0.04115530171
125	0.04096155721
126	0.04061072255
127	0.0404224796
128	0.04011412968
129	0.03974467917
130	0.03957160384
131	0.03931938334
132	0.03909223784
133	0.03880760212
134	0.03862517595
135	0.03837568133
136	0.03811853086
137	0.03794329776
138	0.03774429297
139	0.03748453393
140	0.0371725653
141	0.03689230261
142	0.03670442023
143	0.03641135753
144	0.03617192968
145	0.03595208958
146	0.03576071075
147	0.03550572773
148	0.03525786197
149	0.0349951945
150	0.03468803614
151	0.03442207726
152	0.0343160117
153	0.03401047325
154	0.03369648945
155	0.0335239155
156	0.03329949639
157	0.03304010128
158	0.0327812879
159	0.03259653149
160	0.03240942956
161	0.03217011357
162	0.03196026145
163	0.03168741721
164	0.0314736571
165	0.03122577724
166	0.03096064006
167	0.03073696161
168	0.03054124669
169	0.03029951703
170	0.03007586879
171	0.02986651864
172	0.02963756444
173	0.02939170617
174	0.02918006975
175	0.0290307317
176	0.02888970528
177	0.02873070114
178	0.02850910949
179	0.02837483308
180	0.02821396843
181	0.02806329287
182	0.02794779484
183	0.02781446365
184	0.02758471156
185	0.02734166534
186	0.02714041367
187	0.02699207673
188	0.02678733265
189	0.02664563539
190	0.02651896924
191	0.02638568931
192	0.02619581912
193	0.02603441149
194	0.02597763763
195	0.02581562463
196	0.02570644873
197	0.0254815792
198	0.02539721102
199	0.02516627152
200	0.02511550012
201	0.02495160709
202	0.0249020486
203	0.02474420368
204	0.02458444726
205	0.02453292648
206	0.02437860931
207	0.02419180447
208	0.02408498697
209	0.023984403
210	0.02382269888
211	0.02374055867
212	0.02364327106
213	0.0235869391
214	0.02345911681
215	0.0232968485
216	0.02313161475
217	0.02299618964
218	0.02295194581
219	0.02279639951
220	0.02264944569
221	0.02256646826
222	0.02239577586
223	0.02235353466
224	0.02221255817
225	0.02206166321
226	0.02187725077
227	0.02176333736
228	0.02167081242
229	0.0215899793
230	0.02146072967
231	0.02136894305
232	0.02132090806
233	0.02125215495
234	0.02119310795
235	0.02115420057
236	0.02099057882
237	0.0208065486
238	0.02069413583
239	0.0205619649
240	0.0204306662
241	0.02028116434
242	0.02012912107
243	0.02000836777
244	0.01989147894
245	0.01973782224
246	0.01969512863
247	0.01963411377
248	0.01957246154
249	0.0194235723
250	0.01928486463
251	0.01914590479
252	0.01901095695
253	0.01889897515
254	0.01874343421
255	0.01860217088
256	0.01848590725
257	0.01837055898
258	0.01824104218
259	0.01816188614
260	0.01805711734
261	0.01793271489
262	0.01781195491
263	0.0176735848
264	0.01753359398
265	0.01742620912
266	0.01729158363
267	0.01717002422
268	0.01710827565
269	0.01697000214
270	0.0168989812
271	0.016805565
272	0.01669638824
273	0.01657281988
274	0.01647625649
275	0.01638460321
276	0.0163178442
277	0.01621458346
278	0.01614488638
279	0.01602049858
280	0.01589193529
281	0.0157784734
282	0.0157168651
283	0.01561956422
284	0.01555433266
285	0.01549559074
286	0.01539567451
287	0.01529895686
288	0.0152141587
289	0.01510681812
290	0.01501174158
291	0.01493622603
292	0.01484190929
293	0.01473878823
294	0.01464670628
295	0.01455913971
296	0.01448395039
297	0.01437753031
298	0.01428039907
299	0.01421081673
300	0.01412976674
301	0.01405855181
302	0.0139655742
303	0.01389859922
304	0.01382522861
305	0.01374137814
306	0.01367986049
307	0.01357439838
308	0.01350741194
309	0.01341568989
310	0.01335201734
311	0.01326559189
312	0.01320360641
313	0.01316298727
314	0.0131089553
315	0.01304854407
316	0.01300856826
317	0.01294129683
318	0.01286847033
319	0.01281267526
320	0.01274250229
321	0.01266415867
322	0.01260636667
323	0.01254304502
324	0.01244885374
325	0.01239293616
326	0.01235702647
327	0.01230506046
328	0.01221502854
329	0.01216079655
330	0.01207490023
331	0.01203880097
332	0.01195647935
333	0.01192127024
334	0.0118418776
335	0.01178979221
336	0.01173151027
337	0.01165611805
338	0.01160538986
339	0.01155909707
340	0.01152492793
341	0.01147550632
342	0.01142018381
343	0.01134802657
344	0.01129989526
345	0.01121536175
346	0.01115068964
347	0.01109149295
348	0.01103420913
349	0.01097877796
350	0.01092982667
351	0.01087275997
352	0.01083040296
353	0.01078328772
354	0.01073310395
355	0.01071597283
356	0.01063708724
357	0.01058879317
358	0.01053204584
359	0.01047820657
360	0.01042259498
361	0.01037329933
362	0.01031937802
363	0.01025925901
364	0.01021364555
365	0.01016173313
366	0.0101117639
367	0.0100605971
368	0.01004501026
369	0.00997313682
370	0.009957732182
371	0.009907496155
372	0.009892312095
373	0.009877332762
374	0.009831171619
375	0.009762636671
376	0.009747885871
377	0.00973333474
378	0.009685506516
379	0.009640886507
380	0.009594983465
381	0.009576942211
382	0.009529828331
383	0.00947873648
384	0.009434685079
385	0.009420746469
386	0.009364801246
387	0.009331188928
388	0.009295846903
389	0.009254081902
390	0.009224359276
391	0.009189376959
392	0.009166257827
393	0.009112872822
394	0.00908096961
395	0.009053147425
396	0.009040029009
397	0.0089983002
398	0.008975842827
399	0.008912945716
400	0.008890822333
401	0.008878102771
402	0.008826683963
403	0.008748730179
404	0.008727155542
405	0.008714674616
406	0.008654384393
407	0.008642047857
408	0.008575444352
409	0.008538808326
410	0.008517827882
411	0.008480173365
412	0.008444511107
413	0.008423961749
414	0.008412077676
415	0.008364944168
416	0.008330092672
417	0.008288280847
418	0.008249960711
419	0.008178283943
420	0.008133751137
421	0.008101415466
422	0.008046711283
423	0.007978290126
424	0.007958978336
425	0.007927767279
426	0.007908381828
427	0.007889605611
428	0.007824195448
429	0.007788578893
430	0.007754012413
431	0.007719289959
432	0.007689524985
433	0.007650606237
434	0.007621553878
435	0.007571091692
436	0.007509586798
437	0.007491774407
438	0.007474355907
439	0.007427249649
440	0.007410077717
441	0.007393138543
442	0.007380129007
443	0.007331777405
444	0.007286431336
445	0.007269896026
446	0.007257287011
447	0.007244883469
448	0.007217369225
449	0.007205087474
450	0.007159061843
451	0.007115542066
452	0.007085391338
453	0.007073565042
454	0.007061914574
455	0.00703529299
456	0.007023771536
457	0.006991111838
458	0.00694982109
459	0.006934285455
460	0.006919082914
461	0.006894010784
462	0.006882825097
463	0.006843145635
464	0.006832077699
465	0.006817337261
466	0.006774895391
467	0.006747409584
468	0.006709343819
469	0.006686164752
470	0.006671926596
471	0.00666363274
472	0.006649676826
473	0.006641536734
474	0.006604999676
475	0.006583067012
476	0.006575046242
477	0.006536651212
478	0.006512373487
479	0.006471446291
480	0.006457871627
481	0.006444561631
482	0.006420771902
483	0.00640757785
484	0.006368808763
485	0.0063305591
486	0.006297778288
487	0.006289876902
488	0.006269699144
489	0.006256876077
490	0.006234587911
491	0.006227032592
492	0.006219587546
493	0.006197084724
494	0.006159436993
495	0.006137430599
496	0.006113561739
497	0.006078095755
498	0.00605106233
499	0.006008386096
500	0.005995880074
501	0.005976916139
502	0.005955918747
503	0.005946930962
504	0.005928557098
505	0.005908134053
506	0.005901211405
507	0.005894389353
508	0.005878706241
509	0.005857784493
510	0.00585101572
511	0.005816874025
512	0.005778319326
513	0.00574554182
514	0.005713973844
515	0.005696257808
516	0.005678629904
517	0.00565440583
518	0.005621669384
519	0.005601794048
520	0.005571367337
521	0.005556635528
522	0.005537079393
523	0.005520537395
524	0.005500034964
525	0.005480911176
526	0.005472842249
527	0.005458828098
528	0.005439718194
529	0.005431781044
530	0.005402930014
531	0.005384164233
532	0.005359097665
533	0.005328455901
534	0.005300792549
535	0.005287251068
536	0.005267183558
537	0.005236659299
538	0.005218884163
539	0.005211191332
540	0.005193198302
541	0.005185652724
542	0.005163377652
543	0.005139947727
544	0.005122746325
545	0.005101303666
546	0.005074993378
547	0.005052704085
548	0.005035347674
549	0.005020448501
550	0.00500177789
551	0.004994406876
552	0.004966879486
553	0.004942118345
554	0.004929786732
555	0.004909459508
556	0.004888467979
557	0.004871928484
558	0.004862624889
559	0.004848516265
560	0.00483506458
561	0.004819224676
562	0.004804474858
563	0.004788302612
564	0.004761730493
565	0.004746401567
566	0.004735478259
567	0.004728444848
568	0.004716839962
569	0.004701794463
570	0.004693078224
571	0.004669913746
572	0.0046630403
573	0.004642872734
574	0.004632266903
575	0.004606920935
576	0.004576134541
577	0.004561531923
578	0.004546489209
579	0.004524058089
580	0.004500300781
581	0.004486791611
582	0.004455062272
583	0.00444095818
584	0.004436218872
585	0.004426119747
586	0.004400736764
587	0.004379347382
588	0.004355450302
589	0.004341698301
590	0.004318206109
591	0.004308347297
592	0.004290422056
593	0.004269693847
594	0.004249043468
595	0.004233294929
596	0.004209487675
597	0.004186043174
598	0.004179755739
599	0.004166557585
600	0.00414405805
601	0.0041326031
602	0.004122904759
603	0.00411842968
604	0.004101471726
605	0.00408187302
606	0.004068966514
607	0.004047213698
608	0.004027919875
609	0.004023556404
610	0.004005716327
611	0.003989518706
612	0.003976783656
613	0.003961144081
614	0.003942478568
615	0.003938298006
616	0.003929069516
617	0.003906968497
618	0.003895866228
619	0.003884223953
620	0.003862983177
621	0.003842715241
622	0.003824519914
623	0.003805176017
624	0.00379289861
625	0.003784553423
626	0.003771397715
627	0.003759249307
628	0.003753709983
629	0.003736246852
630	0.003719262738
631	0.003713792284
632	0.003708426298
633	0.0036875893
634	0.00366657721
635	0.003644166392
636	0.003632378059
637	0.003616258754
638	0.003608031294
639	0.003599550136
640	0.003582122655
641	0.00356530989
642	0.003560131526
643	0.003552040065
644	0.003548131733
645	0.003527154877
646	0.003519139657
647	0.003511114483
648	0.003507271482
649	0.003496085902
650	0.003479428147
651	0.003471561259
652	0.00345727084
653	0.003440128687
654	0.003436394778
655	0.003421192181
656	0.003417491176
657	0.003407960242
658	0.003404329599
659	0.003396696844
660	0.00337539127
661	0.003361980884
662	0.003352700595
663	0.003334880825
664	0.003324149593
665	0.003319416401
666	0.003308948554
667	0.003298309816
668	0.003291379662
669	0.003283960421
670	0.003274387751
671	0.003267330509
672	0.003256953269
673	0.003253628697
674	0.003237662832
675	0.003234368858
676	0.003220132729
677	0.003201404893
678	0.003192604149
679	0.003177226214
680	0.003170084881
681	0.003155425549
682	0.003148507925
683	0.003144120813
684	0.003129217132
685	0.003116477427
686	0.003102909219
687	0.003095655992
688	0.00308889819
689	0.003084654153
690	0.003074958206
691	0.003066245868
692	0.003049828256
693	0.003037544593
694	0.003028186698
695	0.003021618312
696	0.003018604507
697	0.003011877154
698	0.003008899152
699	0.002995787672
700	0.002982675984
701	0.002963596644
702	0.002957471462
703	0.002935885479
704	0.002915950483
705	0.002912203463
706	0.002905895132
707	0.002902204901
708	0.002893236328
709	0.002887087778
710	0.002883124382
711	0.002870052935
712	0.002866461408
713	0.002860624301
714	0.002851994415
715	0.002845440914
716	0.002828623583
717	0.002817170314
718	0.002813241318
719	0.002807057265
720	0.002795001041
721	0.002791129775
722	0.002774881562
723	0.00275933965
724	0.00274368852
725	0.002728470196
726	0.002717730406
727	0.002709146116
728	0.00269618488
